bigram	score	is-math-concept	sentence
invertible matrix	155.3	1	# doc_id = 457 # sent_id = 502 # text = PRELIMINARIES 12 an invertible matrix P such that PAP 1 = B. 1 2
odd degree	155.3	1	# doc_id = 8163 # sent_id = 8750 # text = Consequently, K = R() with  having a minimal polynomial f(x) of odd degree. 1 2 3 4 5 6 7 8 9 10 11 12
triangular number	155.3	1	# doc_id = 9331 # sent_id = 9977 # text = This looks exactly like how you would represent a function, even though this table describes the sequence of triangular numbers (we will see why they are called this later). 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16
chromatic index	155.3	1	# doc_id = 12338 # sent_id = 13226 # text = 2. Determine the chromatic index of a graph 3. 1 2 3 4 5 6 7 8 9 10
injective function	155.3	1	# doc_id = 14045 # sent_id = 15050 # text = Counting injective functions. 1 2 3 4
binomial identity	155.3	1	# doc_id = 14580 # sent_id = 15607 # text = Combinatorial Proofs 259 Each of these is an example of a binomial identity : an identity (i.e., equation) involving binomial coefficients. 1 2 3
matrix t	155.3	1	# doc_id = 2186 # sent_id = 2338 # text = To avoid decryption by a third party, we must use a larger matrix than the one we used in Example 7.4. 1 2 3 4 5 6 7 8 9 10
coordinate vector	155.3	1	Each of these is a homogeneous coordinate vector for the point .
second component	148.56	1	# doc_id = 20907 # sent_id = 22571 # text = This system is in echelon form, has no 0 = 0, but has innitely many solutions, including (0, 1, 1), (0, 1/2, 1/2), (0, 0, 0), and (0, , ) (any triple whose rst component is 0 and whose second component is the negative of the third is a solution). 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
linear equation	147.59	1	# sent_id = 7111 # text = The following proposition is a consequence of the fact that any system of homogeneous linear equations with more unknowns than equations will have a nontrivial solution. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
equilateral triangle	139.82	1	# sent_id = 1049 # text = 2 = A B C C B A  A B C reflection B A C 3 = A B C B A C  Figure 3.6 Symmetries of a triangle Let us find the symmetries of the equilateral triangle ABC. 1 2 3
nonsingular matrix	139.82	1	# doc_id = 3821 # sent_id = 4055 # text = What is a nonsingular matrix? 1 2 3 4 5 6
constant term	139.82	1	# doc_id = 5525 # sent_id = 5865 # text = Example 17.19 The polynomial x2 in F[x] generates the ideal x2consisting of all poly- nomials with no constant term or term of degree 1.
complete graph	139.82	1	# doc_id = 11520 # sent_id = 12358 # text = Since a graph is determined completely by which vertices are adjacent to which other vertices, there is only one complete graph with a given number of vertices. 1 2 3 4 5 6
row swap	139.82	1	# doc_id = 20838 # sent_id = 22499 # text = , sn) solves the system after the row swap. 1 2 3 4 5 6 7 8 9 10 11
nn matrix	139.82	1	# doc_id = 22036 # sent_id = 23805 # text = It operates on an nn matrix named a, doing row combinations using the rst row, then the second row, etc. for(row=1; row<=n-1; row++){ for(row_below=row+1; row_below<=n; row_below++){ multiplier=a[row_below,row]/a[row,row]; for(col=row; col<=n; col++){ a[row_below,col]-=multiplier*a[row,col]; } } } 1 2
transition matrix	134.0	1	# doc_id = 26588 # sent_id = 28856 # text = The matrix is a transition matrix or stochastic matrix, whose entries are nonnegative reals and whose columns sum to 1. 1 2 3 4 5 6 7
algebraic extension	132.96	1	# doc_id = 6875 # sent_id = 7356 # text = An element in E that is not algebraic over F is transcendental over F. An extension field E of a field F is an algebraic extension of F if every element in E is algebraic over F. If E is a field extension of F and 1, . . 1 2 3 4 5 6 7 8 9 10 11 12 13
linear surface	132.96	1	# doc_id = 21482 # sent_id = 23210 # text = ,vk Rn and k n is a k-dimensional linear surface (or k-at). 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20
generator matrix	131.99	1	# doc_id = 2598 # sent_id = 2770 # text = With each canonical parity-check matrix we can associate an n(nm) standard generator matrix G = Inm A  . 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16
vector addition	131.99	1	# doc_id = 3566 # sent_id = 3791 # text = Rn Rm is a map that preserves vector addition and scalar multiplication; that is, for vectors x and y in Rn and a scalar  R, T(x + y) = T(x) + T(y) T(y) = T(y). 1 2 3 4 5 6 7 8 9 10 11
possible value	131.99	1	# doc_id = 4322 # sent_id = 4589 # text = Since there are n cycles and |Y | possible values for each cycle, | e X| = |Y |n. 1 2 3 4 5 6 7 8 9
formula =	131.99	1	# doc_id = 15900 # sent_id = 16990 # text = The sequence ()1 has closed formula = 2
diophantine equation	131.99	1	
elementary matrix	131.99	1	# doc_id = 26971 # sent_id = 29263 # text = (a) What is the determinant of each kind of elementary matrix? (b) Prove that if E is any elementary matrix then |ES| = |E||S| for any appropriately sized S. (c) (This question doesnt involve determinants.) 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
same degree	125.06	1	# doc_id = 5433 # sent_id = 5768 # text = Since d(x) and d(x) are both monic polynomials of the same degree, it must be the case that d(x) = d(x). 1 2 3 4 5
algebraic structure	124.1	1	# doc_id = 513 # sent_id = 566 # text = The integers modulo n are a very important example in the study of abstract algebra and will become quite useful in our investigation of various algebraic structures such as groups and rings. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16
map t	124.1	1	# doc_id = 351 # sent_id = 384 # text = A map that is both one-to-one and onto is called bijective. 1 2 3 4 5 6
class equation	124.1	1	# doc_id = 4211 # sent_id = 4471 # text = From Theorem 14.11, we obtain the class equation: |G| = 1 2 3 4 5 6 7 8 9 10 11
linear independence	124.1	1	# doc_id = 6711 # sent_id = 7160 # text = 3. Write a long paragraph, or a short essay, on the importance of linear independence in linear algebra. 1 2 3
dimensional vector	124.1	1	# doc_id = 6769 # sent_id = 7222 # text = Let V and W be finite dimensional vector spaces of dimension n over a field F. Suppose that T : 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18
surjective function	124.1	1	# doc_id = 15270 # sent_id = 16333 # text = 3. Apply the principle of inclusion/exclusion to solve counting problems involving surjective functions. 1 2 3 4 5 6 7 8 9 10 11 12 13 14
next term	124.1	1	# doc_id = 15817 # sent_id = 16902 # text = Example 4.1.2 Can you find the next term in the following sequences?
arrow diagram	124.1	1	# doc_id = 17844 # sent_id = 19197 # text = The arrow diagram used to define the function above can be very helpful in visualizing functions. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
power series	124.1	1	# doc_id = 18185 # sent_id = 19571 # text = Instead, a function whose power series (like from calculus) displays the terms of the sequence. 1 2 3 4 5
row combination	124.1	1	# doc_id = 20840 # sent_id = 22501 # text = They are swapping, multiplying by a scalar (or rescaling), and row combination. 1 2 3
rst component	124.1	1	# doc_id = 20907 # sent_id = 22571 # text = This system is in echelon form, has no 0 = 0, but has innitely many solutions, including (0, 1, 1), (0, 1/2, 1/2), (0, 0, 0), and (0, , ) (any triple whose rst component is 0 and whose second component is the negative of the third is a solution). 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
previous term	117.09	1	# doc_id = 15840 # sent_id = 16926 # text = A recursive definition (sometimes called an inductive definition) for a sequence ()consists of a recurrence relation : an equation relating a term of the sequence to previous terms (terms with smaller index), and an initial condition: a list of a few terms of the sequence (one less than the number of terms in the recurrence relation). 1 2 3 4 5 6 7 8 9 10 11 12 13
nonzero entry	116.13	1	# doc_id = 21077 # sent_id = 22763 # text = We do Gausss Method using matrices in essentially the same way that we did it for systems of equations: a matrix rows leading entry is its rst nonzero entry (if it has one) and we perform row operations to arrive at matrix echelon form, where the leading entry in lower rows are to the right of those in the rows
degree polynomial	116.13	1	# doc_id = 8109 # sent_id = 8695 # text = Insolvability of the Quintic We are now in a position to find a fifth-degree polynomial that is not solvable by radicals. 1 2 3 4 5
linear function	116.13	1	# doc_id = 6788 # sent_id = 7243 # text = Elements in the dual space of V are called linear functionals. 1 2 3 4 5 6 7 8 9 10 11 12
matrix equation	116.13	1	# doc_id = 16568 # sent_id = 17737 # text = What numpy does is solve the matrix equation 1 2 3 4 5 6 7 8
column rank	116.13	1	# doc_id = 23344 # sent_id = 25257 # text = The column rank is the dimension of the column space, the number of linearly independent columns. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16
constructible number	109.05	1	# doc_id = 7167 # sent_id = 7674 # text = Let  and  be constructible numbers. 1 2 3 4 5 6 7 8
unique factorization	108.09	1	# doc_id = 811 # sent_id = 884 # text = By the induction hypothesis, n = p2    pk = q2    ql has a unique factorization. 1 2 3 4 5 6
finite number	108.09	1	# doc_id = 792 # sent_id = 865 # text = There exist an infinite number of primes. 1 2 3 4 5 6 7 8
matrix operation	108.09	1	# doc_id = 2176 # sent_id = 2328 # text = = Ap + b, where b is a fixed column vector and matrix operations are performed in Z26. 1 2 3 4 5 6
integer solution	108.09	1	# doc_id = 5862 # sent_id = 6238 # text = = 2 because the equation a2 + 3b2 = 2 has no integer solutions. 1 2 3 4 5 6
logical structure	108.09	1	# doc_id = 9420 # sent_id = 10068 # text = 1. Identify the logical structure of statements to determine their truth value in terms of the truth values of their parts. 1 2 3 4 5 6 7 8 9 10 11 12 13
logical connective	108.09	1	# doc_id = 9530 # sent_id = 10180 # text = You can build more complicated (molecular) statements out of simpler (atomic or molecular) ones using logical connectives. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
vector product	108.09	1	# doc_id = 24829 # sent_id = 26920 # text = QED 1.6 Denition The matrix-vector product of a mn matrix and a n1 vector is this.
reduction matrix	108.09	1	3.25 Predict the result of each multiplication by an elementary reduction matrix, and then check by multiplying it out. 1 2
similar matrix	108.09	1	
such number	99.96	1	# doc_id = 716 # sent_id = 784 # text = Then we must show that if q and r are two other such numbers, then q = q and r = r. Existence of q and r. Let S = {a bk : k Z and a bk 0}. 1 2 3 4 5 6 7 8 9 10
linear group	99.96	1	# doc_id = 1044 # sent_id = 1132 # text = The set of invertible matrices forms a group called the general linear group. 1 2 3 4 5 6 7 8 9
polynomial ring	99.96	1	# doc_id = 2360 # sent_id = 2519 # text = Probability, combinatorics, group theory, linear algebra, and polynomial rings over finite fields all play important roles in coding theory. 1 2 3
second equation	99.96	1	# doc_id = 3026 # sent_id = 3220 # text = However, by the second equation, both r and s must divide n; therefore, n is a common multiple of r and s. Since m is the least common multiple of r and s, m n. 1 2 3 4 5 6 7 8 9 10 11 12 13
subnormal series	99.96	1	# doc_id = 4027 # sent_id = 4268 # text = 13.2 Solvable Groups A subnormal series of a group G is a finite sequence of subgroups G = 1 2 3 4
correct proof	99.96	1	# doc_id = 8015 # sent_id = 8596 # text = In 1826, Niels Henrik Abel (18021829) finally offered the first correct proof that quintics are not always solvable by radicals. 1 2 3 4 5 6 7 8 9 10 11 12 13
bottom equation	99.96	1	# doc_id = 20806 # sent_id = 22465 # text = The bottom equation shows that x3 = 3. 1 2 3 4 5 6 7 8 9
rst equation	99.96	1	# doc_id = 1714 # sent_id = 1845 # text = The first equation simply says that a transposition is its own inverse. 1 2 3 4 5 6 7 8 9 10 11 12 13
many vector	99.96	1	w | w R} has many vectors besides the zero vector (if we take w to be a number of molecules then solutions make sense only when w is a nonnegative multiple of 3). 1 2 3 4
homogeneous linear	99.96	1	# sent_id = 7111 # text = The following proposition is a consequence of the fact that any system of homogeneous linear equations with more unknowns than equations will have a nontrivial solution. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
real variable	99.96	1	# doc_id = 22374 # sent_id = 24167 # text = 1.12 Example The set {f | f: R R} of all real-valued functions of one real variable is a vector space under these. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
integer r	91.74	1	# doc_id = 497 # sent_id = 549 # text = Certainly any integer r is equivalent to itself since r r = 0 is divisible by n. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
absolute value	91.74	1	# doc_id = 1406 # sent_id = 1518 # text = The absolute value or modulus of z = a + bi is |z| =
large integer	91.74	1	# doc_id = 2210 # sent_id = 2362 # text = = yD mod n. Only Alice knows D. Example 7.5 Before exploring the theory behind the rsa cryptosystem or attempting to use large integers, we will use some small integers just to see that the system does indeed work. 1 2 3 4 5 6 7
triangular matrix	91.74	1	# doc_id = 26112 # sent_id = 28339 # text = (b) Prove that the inverse of an upper triangular matrix is also upper triangular (if the matrix is invertible, that is). 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17
real root	91.74	1	# doc_id = 5674 # sent_id = 6038 # text = If = 0, the equation has a single repeated real root. 1 2
n vector	91.74	1	# doc_id = 2176 # sent_id = 2328 # text = = Ap + b, where b is a fixed column vector and matrix operations are performed in Z26. 1 2 3 4 5 6
other number	91.74	1	# doc_id = 9666 # sent_id = 10321 # text = Thus we see that the statement is false because there is a number less than or equal to all other numbers. 1 2 3 4 5 6 7 8 9
connected graph	91.74	1	# sent_id = 12432 # text = Tree A connected graph with no cycles. 1 2
rst column	91.74	1	# doc_id = 2702 # sent_id = 2883 # text = Notice that Hy is identical to the first column of H. In fact, this is where the error occurred. 1 2 3
w2 vector	86.64	1	# doc_id = 24565 # sent_id = 26619 # text = Similarly, there is a vertical line of  w2 vectors and a vertical line of  w1 + w2 vectors.
same row	84.37	1	# doc_id = 2605 # sent_id = 2777 # text = The 1s in the identity matrix serve as parity checks for the 1s in the same row. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18
small integer	83.43	1	# doc_id = 2210 # sent_id = 2362 # text = = yD mod n. Only Alice knows D. Example 7.5 Before exploring the theory behind the rsa cryptosystem or attempting to use large integers, we will use some small integers just to see that the system does indeed work. 1 2 3 4 5 6 7
normal series	83.43	1	# doc_id = 4027 # sent_id = 4268 # text = 13.2 Solvable Groups A subnormal series of a group G is a finite sequence of subgroups G = 1 2 3 4
cubic equation	83.43	1	# doc_id = 5558 # sent_id = 5907 # text = Omar Khayyam (1048 1131) devised methods of solving cubic equations through the use of geometric constructions and conic sections. 1 2 3 4 5
factorization domain	83.43	1	# doc_id = 5841 # sent_id = 6214 # text = Generalizing this definition, we say an integral domain D is a unique factorization domain, or ufd, if D satisfies the following criteria. 1 2 3 4 5 6 7 8 9
whole number	83.43	1	# doc_id = 9189 # sent_id = 9833 # text = To count the number of hot dogs eaten, either by an individual or in total, we could use a sequence of integers (whole numbers). 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18
